major_name,rule_status,rule_node_id,rule_label,suggested_node_id,suggested_label,similarity,high_similarity_mismatch
资产评估,mismatch,vocational_cost_construction,高职工程造价建筑施工类,finance_accounting,金融会计财务类,0.4878933419003484,False
中国语言文学类,match,languages_literature,语言文学类,languages_literature,语言文学类,0.6264667138688591,False
环境艺术设计,match,design_art,设计美术类,design_art,设计美术类,0.5705629974508656,False
建筑类,mismatch,vocational_cost_construction,高职工程造价建筑施工类,civil_architecture,土木建筑类,0.6043747442536174,False
轻化工程,mismatch,materials_chemical,材料与化工类,environment_safety,环境与安全类,0.5704303661678631,False
土地资源管理,match,civil_architecture,土木建筑类,civil_architecture,土木建筑类,0.509000541197832,False
汽车技术服务与营销,match,vocational_auto_aircraft,高职汽车航空设备类,vocational_auto_aircraft,高职汽车航空设备类,0.5871393894157177,False
药品质量与安全,match,medical_pharmacy,药学类,medical_pharmacy,药学类,0.5131217296853657,False
教育技术学,match,education_psychology,教育心理类,education_psychology,教育心理类,0.555292180513078,False
秘书学,match,journalism_media,新闻传播广告类,journalism_media,新闻传播广告类,0.535661002840431,False
船舶与海洋工程,match,transportation_aerospace,交通运输与航空航天类,transportation_aerospace,交通运输与航空航天类,0.6055551279906801,False
财政学,mismatch,economics_trade,经济与贸易类,finance_accounting,金融会计财务类,0.5298076117250287,False
早期教育,match,education_psychology,教育心理类,education_psychology,教育心理类,0.601710995340952,False
汽车服务工程,mismatch,vocational_auto_aircraft,高职汽车航空设备类,transportation_aerospace,交通运输与航空航天类,0.5982810319986822,False
移动互联应用技术,match,vocational_computer_network,高职计算机网络应用类,vocational_computer_network,高职计算机网络应用类,0.541837053108493,False
影视编导,match,film_animation_performance,影视动画表演类,film_animation_performance,影视动画表演类,0.668661271678042,False
数字化设计与制造技术,match,mechanical_vehicle,机械与车辆类,mechanical_vehicle,机械与车辆类,0.6213982886936007,False
理科试验班,mismatch,computer_science,计算机科学类,economics_trade,经济与贸易类,0.5916012408062302,False
安全技术与管理,match,environment_safety,环境与安全类,environment_safety,环境与安全类,0.6541347956931447,False
基础医学,mismatch,medical_tcm,中医中药临床类,medical_clinical,临床医学类,0.5804728082765179,False
汽车智能技术,match,vocational_auto_aircraft,高职汽车航空设备类,vocational_auto_aircraft,高职汽车航空设备类,0.49337559350441795,False
应用法语,mismatch,civil_architecture,土木建筑类,physics_chemistry,物理化学类,0.4670358168667711,False
生物制药技术,mismatch,materials_chemical,材料与化工类,bio_geo_ecology,生物地理生态类,0.46078352903558173,False
研学旅行管理与服务,mismatch,vocational_air_transport,高职民航空乘类,ecommerce_logistics_tourism,电商物流旅游类,0.5429442443886117,False
艺术设计,match,design_art,设计美术类,design_art,设计美术类,0.67066844730574,False
宠物医疗技术,match,animal_veterinary,动物医学水产类,animal_veterinary,动物医学水产类,0.5517426199360003,False
测绘地理信息技术,match,vocational_road_survey_municipal,高职道路测量市政类,vocational_road_survey_municipal,高职道路测量市政类,0.5667487631414265,False
港口航道与海岸工程,mismatch,transportation_aerospace,交通运输与航空航天类,environment_safety,环境与安全类,0.6140166574390379,False
供用电技术,match,electrical_energy,电气与能源类,electrical_energy,电气与能源类,0.5863191432140786,False
化工与制药类,mismatch,materials_chemical,材料与化工类,environment_safety,环境与安全类,0.6316434378841324,False
环境生态工程,match,environment_safety,环境与安全类,environment_safety,环境与安全类,0.6477978738132678,False
电梯工程技术,mismatch,vocational_mechatronics,高职机电数控机器人类,transportation_aerospace,交通运输与航空航天类,0.499995444068885,False
轨道交通信号与控制,match,transportation_aerospace,交通运输与航空航天类,transportation_aerospace,交通运输与航空航天类,0.61041539220366,False
教育技术学(师范),match,education_psychology,教育心理类,education_psychology,教育心理类,0.5551888355432272,False
水利水电建筑工程,match,civil_architecture,土木建筑类,civil_architecture,土木建筑类,0.5903168902289511,False
茶学,match,agriculture_forestry,农林园艺类,agriculture_forestry,农林园艺类,0.5105464859740553,False
虚拟现实技术,match,vocational_digital_media,高职数字媒体与虚拟现实类,vocational_digital_media,高职数字媒体与虚拟现实类,0.5789736969450545,False
建筑电气与智能化,match,electrical_energy,电气与能源类,electrical_energy,电气与能源类,0.5881800100700524,False
法医学,mismatch,medical_tcm,中医中药临床类,medical_clinical,临床医学类,0.5383579464492726,False
海洋科学,match,bio_geo_ecology,生物地理生态类,bio_geo_ecology,生物地理生态类,0.49531397824690704,False
应用西班牙语,mismatch,languages_literature,语言文学类,physics_chemistry,物理化学类,0.44692399112801556,False
摄影摄像技术,match,film_animation_performance,影视动画表演类,film_animation_performance,影视动画表演类,0.4710731209785096,False
港口与航运管理,match,ecommerce_logistics_tourism,电商物流旅游类,ecommerce_logistics_tourism,电商物流旅游类,0.5534610501056829,False
电气类,match,electrical_energy,电气与能源类,electrical_energy,电气与能源类,0.6487545258252552,False
铁道工程技术,mismatch,vocational_road_survey_municipal,高职道路测量市政类,transportation_aerospace,交通运输与航空航天类,0.5622451808668176,False
休闲体育,mismatch,vocational_child_elder_health,高职托育养老健康管理类,math_stats,数学统计类,0.5489649416411114,False
葡萄牙语,mismatch,languages_literature,语言文学类,music_dance_sports,音乐舞蹈体育类,0.37954641291331603,False
油气储运工程,mismatch,electrical_energy,电气与能源类,environment_safety,环境与安全类,0.5810309725575666,False
运动康复,match,medical_tcm,中医中药临床类,medical_tcm,中医中药临床类,0.5092936386987005,False
农林经济管理,match,agriculture_forestry,农林园艺类,agriculture_forestry,农林园艺类,0.545931490343812,False
国际邮轮乘务管理,match,vocational_air_transport,高职民航空乘类,vocational_air_transport,高职民航空乘类,0.5742783223515432,False
航海技术,mismatch,vocational_road_survey_municipal,高职道路测量市政类,transportation_aerospace,交通运输与航空航天类,0.5718025767612889,False
中小企业创业与经营,mismatch,vocational_ecommerce_live,高职电商直播数据类,business_management,工商管理营销类,0.5307509729240364,False
发电厂及电力系统,match,electrical_energy,电气与能源类,electrical_energy,电气与能源类,0.6049806055126523,False
宝玉石鉴定与加工,mismatch,design_art,设计美术类,vocational_medical_beauty_pharma_food,高职药品食品医学美容类,0.49536662389294384,False
工业互联网技术,match,vocational_mechatronics,高职机电数控机器人类,vocational_mechatronics,高职机电数控机器人类,0.5289948722501633,False
智能机器人技术,match,vocational_mechatronics,高职机电数控机器人类,vocational_mechatronics,高职机电数控机器人类,0.5046632772703371,False
城市管理,mismatch,public_social_work,公共管理社会工作类,civil_architecture,土木建筑类,0.5060976719381549,False
核工程与核技术,mismatch,electrical_energy,电气与能源类,environment_safety,环境与安全类,0.5895507177139904,False
水利工程,mismatch,civil_architecture,土木建筑类,environment_safety,环境与安全类,0.5808216100145991,False
遥感科学与技术,mismatch,electronic_info,电子信息类,transportation_aerospace,交通运输与航空航天类,0.5649207899714199,False
铁道机车运用与维护,match,vocational_rail_transit,高职铁路与城市轨道类,vocational_rail_transit,高职铁路与城市轨道类,0.5969627531115969,False
意大利语,match,music_dance_sports,音乐舞蹈体育类,music_dance_sports,音乐舞蹈体育类,0.3887788490139895,False
社会学,mismatch,law_politics,法学政治类,history_philosophy_archives,历史哲学档案类,0.458494719822406,False
中西面点工艺,match,food_science,食品科学类,food_science,食品科学类,0.504524066184865,False
农业资源与环境,match,agriculture_forestry,农林园艺类,agriculture_forestry,农林园艺类,0.5642940776698036,False
广播影视节目制作,match,film_animation_performance,影视动画表演类,film_animation_performance,影视动画表演类,0.6309677653480478,False
理科试验班类,mismatch,computer_science,计算机科学类,economics_trade,经济与贸易类,0.6278221693262998,False
经济与贸易类,mismatch,economics_trade,经济与贸易类,ecommerce_logistics_tourism,电商物流旅游类,0.6368696641419856,False
能源动力类,match,electrical_energy,电气与能源类,electrical_energy,电气与能源类,0.6209679227274525,False
城市轨道交通供配电技术,match,vocational_rail_transit,高职铁路与城市轨道类,vocational_rail_transit,高职铁路与城市轨道类,0.5532373990361625,False
艺术管理,mismatch,music_dance_sports,音乐舞蹈体育类,film_animation_performance,影视动画表演类,0.5550077327300894,False
茶艺与茶文化,match,medical_tcm,中医中药临床类,medical_tcm,中医中药临床类,0.5179029545017433,False
飞机电子设备维修,mismatch,vocational_air_transport,高职民航空乘类,vocational_auto_aircraft,高职汽车航空设备类,0.5833382188565456,False
中医骨伤科学,match,medical_tcm,中医中药临床类,medical_tcm,中医中药临床类,0.64147546032955,False
船舶工程技术,match,transportation_aerospace,交通运输与航空航天类,transportation_aerospace,交通运输与航空航天类,0.6048929146451975,False
中文,mismatch,languages_literature,语言文学类,finance_accounting,金融会计财务类,0.41380709547824107,False
动车组检修技术,match,vocational_rail_transit,高职铁路与城市轨道类,vocational_rail_transit,高职铁路与城市轨道类,0.5094992796823086,False
导游,match,vocational_air_transport,高职民航空乘类,vocational_air_transport,高职民航空乘类,0.3987994804825856,False
智能产品开发与应用,match,data_ai,数据与人工智能类,data_ai,数据与人工智能类,0.6046058426565513,False
民航空中安全保卫,mismatch,vocational_air_transport,高职民航空乘类,transportation_aerospace,交通运输与航空航天类,0.5504403954054375,False
泰语,mismatch,medical_tcm,中医中药临床类,music_dance_sports,音乐舞蹈体育类,0.39240279723178595,False
网络直播与运营,match,vocational_ecommerce_live,高职电商直播数据类,vocational_ecommerce_live,高职电商直播数据类,0.6352275922576737,False
应急管理,mismatch,public_social_work,公共管理社会工作类,environment_safety,环境与安全类,0.5623444286213651,False
现代移动通信技术,match,vocational_electronic_control,高职电子通信控制类,vocational_electronic_control,高职电子通信控制类,0.4507775275814143,False
社会学类,match,public_social_work,公共管理社会工作类,public_social_work,公共管理社会工作类,0.565394640258208,False
包装工程,mismatch,materials_chemical,材料与化工类,transportation_aerospace,交通运输与航空航天类,0.495796517950984,False
智慧农业,match,agriculture_forestry,农林园艺类,agriculture_forestry,农林园艺类,0.5168498752165004,False
铁道信号自动控制,mismatch,vocational_electronic_control,高职电子通信控制类,transportation_aerospace,交通运输与航空航天类,0.608779092824798,False
中药制药,match,medical_pharmacy,药学类,medical_pharmacy,药学类,0.6153628896360925,False
智能医疗装备技术,match,medical_technology,医学技术类,medical_technology,医学技术类,0.5380063618508779,False
生物信息学,mismatch,math_stats,数学统计类,bio_geo_ecology,生物地理生态类,0.55378989289921,False
财政学类,match,finance_accounting,金融会计财务类,finance_accounting,金融会计财务类,0.6356287780347964,False
阿拉伯语,mismatch,languages_literature,语言文学类,journalism_media,新闻传播广告类,0.38401673017354565,False
地质工程,match,civil_architecture,土木建筑类,civil_architecture,土木建筑类,0.5872369613127073,False
智能互联网络技术,mismatch,vocational_computer_network,高职计算机网络应用类,data_ai,数据与人工智能类,0.4851397419086955,False
铁道供电技术,match,vocational_rail_transit,高职铁路与城市轨道类,vocational_rail_transit,高职铁路与城市轨道类,0.5708861426979852,False
休闲服务与管理,mismatch,vocational_child_elder_health,高职托育养老健康管理类,ecommerce_logistics_tourism,电商物流旅游类,0.5889851989306483,False
宠物养护与驯导,match,animal_veterinary,动物医学水产类,animal_veterinary,动物医学水产类,0.5315988721025983,False
智能感知工程,mismatch,electronic_info,电子信息类,mechanical_vehicle,机械与车辆类,0.580473296495455,False
智能物流技术,mismatch,vocational_mechatronics,高职机电数控机器人类,data_ai,数据与人工智能类,0.4969290214476046,False
木材科学与工程,mismatch,civil_architecture,土木建筑类,environment_safety,环境与安全类,0.5314235092829712,False
水文与水资源工程,mismatch,civil_architecture,土木建筑类,environment_safety,环境与安全类,0.5867025608026766,False
汉语国际教育(师范),mismatch,languages_literature,语言文学类,journalism_media,新闻传播广告类,0.5678172456751777,False
现代物业管理,mismatch,vocational_child_elder_health,高职托育养老健康管理类,ecommerce_logistics_tourism,电商物流旅游类,0.4438966273743137,False
轮机工程技术,mismatch,transportation_aerospace,交通运输与航空航天类,mechanical_vehicle,机械与车辆类,0.5854001093563757,False
人物形象设计,match,design_art,设计美术类,design_art,设计美术类,0.5279770952085885,False
区块链工程,mismatch,communication_engineering,通信工程类,network_security,网络与安全类,0.475690109480697,False
应急救援技术,match,environment_safety,环境与安全类,environment_safety,环境与安全类,0.5533378206899678,False
文化创意与策划,match,journalism_media,新闻传播广告类,journalism_media,新闻传播广告类,0.5917593499865265,False
社区管理与服务,match,public_social_work,公共管理社会工作类,public_social_work,公共管理社会工作类,0.5056116929777774,False
智能机电技术,match,vocational_mechatronics,高职机电数控机器人类,vocational_mechatronics,高职机电数控机器人类,0.6129821292240876,False
现代农业技术,match,agriculture_forestry,农林园艺类,agriculture_forestry,农林园艺类,0.5272759083783829,False
康复物理治疗,match,medical_tcm,中医中药临床类,medical_tcm,中医中药临床类,0.4947353916500751,False
草业科学,match,agriculture_forestry,农林园艺类,agriculture_forestry,农林园艺类,0.5751448886562976,False
铁道车辆技术,match,transportation_aerospace,交通运输与航空航天类,transportation_aerospace,交通运输与航空航天类,0.5506446469947704,False
冶金工程,mismatch,materials_chemical,材料与化工类,environment_safety,环境与安全类,0.5575844384605174,False
无人机测绘技术,match,vocational_road_survey_municipal,高职道路测量市政类,vocational_road_survey_municipal,高职道路测量市政类,0.46736988721041095,False
机电设备技术,match,vocational_mechatronics,高职机电数控机器人类,vocational_mechatronics,高职机电数控机器人类,0.5710623988332083,False
高速铁路综合维修技术,match,vocational_rail_transit,高职铁路与城市轨道类,vocational_rail_transit,高职铁路与城市轨道类,0.5022488954431227,False
小学语文教育(师范),match,education_psychology,教育心理类,education_psychology,教育心理类,0.4964275551410643,False
影视多媒体技术,mismatch,film_animation_performance,影视动画表演类,vocational_digital_media,高职数字媒体与虚拟现实类,0.578146282067645,False
房地产开发与管理,match,civil_architecture,土木建筑类,civil_architecture,土木建筑类,0.498069959982971,False
早期教育(师范),match,education_psychology,教育心理类,education_psychology,教育心理类,0.6006230388472746,False
茶叶生产与加工技术,mismatch,food_science,食品科学类,agriculture_forestry,农林园艺类,0.47565672238788786,False
餐饮智能管理,match,ecommerce_logistics_tourism,电商物流旅游类,ecommerce_logistics_tourism,电商物流旅游类,0.4527186278599571,False
大气科学,mismatch,bio_geo_ecology,生物地理生态类,math_stats,数学统计类,0.486491637887215,False
热能动力工程技术,match,electrical_energy,电气与能源类,electrical_energy,电气与能源类,0.619533151980671,False
美术教育,match,design_art,设计美术类,design_art,设计美术类,0.6008916930925832,False
信用管理,match,finance_accounting,金融会计财务类,finance_accounting,金融会计财务类,0.5096048262221397,False
国际事务与国际关系,mismatch,economics_trade,经济与贸易类,history_philosophy_archives,历史哲学档案类,0.45870427262753444,False
法律文秘,mismatch,law_politics,法学政治类,finance_accounting,金融会计财务类,0.5267059548828597,False
消防工程,match,environment_safety,环境与安全类,environment_safety,环境与安全类,0.5574239681623278,False
科学教育(师范),match,education_psychology,教育心理类,education_psychology,教育心理类,0.5062333158170544,False
光伏工程技术,match,electrical_energy,电气与能源类,electrical_energy,电气与能源类,0.506451037747305,False
司法警务,match,law_politics,法学政治类,law_politics,法学政治类,0.43758862473872817,False
应用德语,mismatch,vocational_auto_aircraft,高职汽车航空设备类,music_dance_sports,音乐舞蹈体育类,0.5003794849512401,False
建设工程监理,mismatch,vocational_cost_construction,高职工程造价建筑施工类,civil_architecture,土木建筑类,0.5377386135818861,False
无人驾驶航空器系统工程,match,transportation_aerospace,交通运输与航空航天类,transportation_aerospace,交通运输与航空航天类,0.6555835554087737,False
智慧旅游技术应用,mismatch,vocational_computer_network,高职计算机网络应用类,data_ai,数据与人工智能类,0.47584314743366896,False
社会科学试验班,mismatch,economics_trade,经济与贸易类,history_philosophy_archives,历史哲学档案类,0.5981041014375766,False
科学教育,mismatch,bio_geo_ecology,生物地理生态类,education_psychology,教育心理类,0.5062333158170544,False
精算学,match,math_stats,数学统计类,math_stats,数学统计类,0.6056695843027058,False
养老服务管理,match,vocational_child_elder_health,高职托育养老健康管理类,vocational_child_elder_health,高职托育养老健康管理类,0.5212857129862561,False
安全防范技术,mismatch,network_security,网络与安全类,environment_safety,环境与安全类,0.5064746955398284,False
石油工程,mismatch,electrical_energy,电气与能源类,environment_safety,环境与安全类,0.5824423823780687,False
社区康复,match,medical_tcm,中医中药临床类,medical_tcm,中医中药临床类,0.5160058763558896,False
经济管理试验班,match,economics_trade,经济与贸易类,economics_trade,经济与贸易类,0.7224390212913595,False
艺术教育,match,music_dance_sports,音乐舞蹈体育类,music_dance_sports,音乐舞蹈体育类,0.5868854576636461,False
体育经济与管理,mismatch,economics_trade,经济与贸易类,ecommerce_logistics_tourism,电商物流旅游类,0.6244414836566866,False
