suite,model,target,case_id,status,elicitation_success,pareto_gain,hallucination_rate,turns,transcript_path,mae,topk_f1,recommendation_precision_at_1,recommendation_recall_at_1,recommendation_f1_at_1,recommendation_hit_at_1,recommendation_match_count_at_1,recommendation_count,reference_recommendation_count,candidate_pool_size,recommendation_matched_ids_at_1,recommendation_precision_at_3,recommendation_recall_at_3,recommendation_f1_at_3,recommendation_hit_at_3,recommendation_match_count_at_3,recommendation_matched_ids_at_3,recommendation_precision_at_5,recommendation_recall_at_5,recommendation_f1_at_5,recommendation_hit_at_5,recommendation_match_count_at_5,recommendation_matched_ids_at_5,recommendation_precision_at_10,recommendation_recall_at_10,recommendation_f1_at_10,recommendation_hit_at_10,recommendation_match_count_at_10,recommendation_matched_ids_at_10,retrieval_candidate_count,retrieval_precision_at_1,retrieval_recall_at_1,retrieval_f1_at_1,retrieval_hit_at_1,retrieval_match_count_at_1,retrieval_matched_ids_at_1,retrieval_precision_at_3,retrieval_recall_at_3,retrieval_f1_at_3,retrieval_hit_at_3,retrieval_match_count_at_3,retrieval_matched_ids_at_3,retrieval_precision_at_5,retrieval_recall_at_5,retrieval_f1_at_5,retrieval_hit_at_5,retrieval_match_count_at_5,retrieval_matched_ids_at_5,retrieval_precision_at_10,retrieval_recall_at_10,retrieval_f1_at_10,retrieval_hit_at_10,retrieval_match_count_at_10,retrieval_matched_ids_at_10,final_weights_json,error_type,error,target_turn_count,echo_rate,probe_question_rate,pareto_diff_rate,uniform_weight_rate,constant_variance_rate,golden_first_mention_role,golden_first_mention_turn,golden_first_mention_school,target_supplied_golden_evidence,target_golden_evidence_count,golden_echo_target_count,acceptable_candidate_count,acceptable_candidate_hit,acceptable_candidate_hit_ids,acceptable_first_mention_role,acceptable_first_mention_turn,acceptable_first_mention_school,target_supplied_acceptable_evidence,target_acceptable_evidence_count,acceptable_echo_target_count,exact_golden_hit,constraint_count,diagnostic_axis,score_band,probe_gold_dims,weight_gold_dims,expected_msti
baseline,Pro/MiniMaxAI/MiniMax-M2.5,app_pareto,one-constrain-tuition_value-610-019,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_c1_rerun\c1\baseline\Pro_MiniMaxAI_MiniMax-M2.5\app_pareto\transcripts\app_pareto\transcript_one-constrain-tuition_value-610-019.json,0.18813445151233907,0.0,0.0,0.0,0.0,False,0,10,10,30,,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.7,0.7,0.7,True,7,"name:北京协和医学院:护理学,name:华中农业大学:植物生产类(含农学(国家卓越农林人才计划),植物科学与技术,种子科学与工程,植物保护(国家卓越农林人才计划),应用生物科学专业),name:华中农业大学:植物生产类(含农学(国家卓越农林人才计划)、植物科学与技术、种子科学与工程、植物保护(国家卓越农林人才计划)、应用生物科学专业),name:南京农业大学:农学,name:宁波大学:德语,name:宁波大学:日语,name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线)",4,0.0,0.0,0.0,False,0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,2,"name:北京协和医学院:护理学,name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线)",0.5,0.4,0.4444444444444445,True,2,"name:北京协和医学院:护理学,name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线)",0.5,0.2,0.28571428571428575,True,2,"name:北京协和医学院:护理学,name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线)","{""school"": 0.11983193560957611, ""major"": 0.3202520965856358, ""tuition"": 0.3202520965856358, ""quality"": 0.11983193560957611, ""geo"": 0.11983193560957611}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,tuition_value,610-639,tuition,"school,quality",0.31
baseline,Pro/MiniMaxAI/MiniMax-M2.5,app_pareto,one-constrain-employment_outcome-520-026,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_c1_rerun\c1\baseline\Pro_MiniMaxAI_MiniMax-M2.5\app_pareto\transcripts\app_pareto\transcript_one-constrain-employment_outcome-520-026.json,0.06102842783708068,1.0,1.0,1.0,1.0,True,1,10,10,29,name:温州医科大学:护理,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,2,"name:温州医科大学:护理,name:湖北第二师范学院:学前教育",0.8,0.8,0.8000000000000002,True,4,"name:浙江中医药大学:助产学(第一学年在富春校区),name:浙江海洋大学:生物科学(第一学年在定海校区,第二学年起在新城校区),name:温州医科大学:护理,name:湖北第二师范学院:学前教育",0.9,0.9,0.9,True,9,"name:中国计量大学:金融工程(中外合作办学)(要求高考外语成绩不低于105分),name:江苏农牧科技职业学院:动物医学(凤凰校区),name:浙江中医药大学:助产学(第一学年在富春校区),name:浙江海洋大学:生物科学(第一学年在定海校区,第二学年起在新城校区),name:温州医科大学:护理,name:温州医科大学:护理学(学校提醒：该专业有体检受限等要求,请查看学校招生章程并向学校咨询.第一学年在滨海校区,第二学年起根据学校规划确定),name:温州医科大学仁济学院:临床医学,name:湖北第二师范学院:学前教育,name:韶关学院:临床医学",4,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.25,0.1,0.14285714285714288,True,1,name:江苏农牧科技职业学院:动物医学(凤凰校区),"{""school"": 0.13314276739817543, ""major"": 0.13314276739817543, ""tuition"": 0.13314276739817543, ""quality"": 0.4674289304072983, ""geo"": 0.13314276739817543}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,employment_outcome,520-549,quality,quality,0.75
baseline,Pro/MiniMaxAI/MiniMax-M2.5,app_pareto,one-constrain-major_quality-590-022,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_c1_rerun\c1\baseline\Pro_MiniMaxAI_MiniMax-M2.5\app_pareto\transcripts\app_pareto\transcript_one-constrain-major_quality-590-022.json,0.07179832273149132,1.0,1.0,1.0,1.0,True,1,10,10,14,"name:浙江师范大学:软件工程(中外合作办学)(与英国伍斯特大学合作,部分课程英文授课.要求高考外语成绩不低于90分)",1.0,1.0,1.0,True,3,"name:哈尔滨理工大学:软件工程,name:浙江师范大学:软件工程(中外合作办学)(与英国伍斯特大学合作,部分课程英文授课.要求高考外语成绩不低于90分),name:西南交通大学:建筑类(犀浦校区.含城乡规划,风景园林专业)",1.0,1.0,1.0,True,5,"name:华中农业大学:生态学,name:哈尔滨理工大学:软件工程,name:浙江师范大学:软件工程(中外合作办学)(与英国伍斯特大学合作,部分课程英文授课.要求高考外语成绩不低于90分),name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线),name:西南交通大学:建筑类(犀浦校区.含城乡规划,风景园林专业)",1.0,1.0,1.0,True,10,"name:华中农业大学:园艺,name:华中农业大学:生态学,name:南京师范大学中北学院:法学,name:哈尔滨理工大学:软件工程,name:宁波大学:旅游管理(中外合作办学)(中法合作)(植物园校区.符合条件者第四学年可选赴法国昂热大学留学,可获中法双文凭,法方不另收学费),name:宁波大学:预防医学,name:浙江工业大学:土木工程(中外合作办学)(要求高考外语成绩不低于100分),name:浙江师范大学:软件工程(中外合作办学)(与英国伍斯特大学合作,部分课程英文授课.要求高考外语成绩不低于90分),name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线),name:西南交通大学:建筑类(犀浦校区.含城乡规划,风景园林专业)",8,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.2,0.2,0.20000000000000004,True,1,name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线),0.625,0.5,0.5555555555555556,True,5,"name:华中农业大学:园艺,name:南京师范大学中北学院:法学,name:宁波大学:旅游管理(中外合作办学)(中法合作)(植物园校区.符合条件者第四学年可选赴法国昂热大学留学,可获中法双文凭,法方不另收学费),name:浙江工业大学:土木工程(中外合作办学)(要求高考外语成绩不低于100分),name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线)","{""school"": 0.11983193560957611, ""major"": 0.32025209658563586, ""tuition"": 0.11983193560957611, ""quality"": 0.32025209658563586, ""geo"": 0.11983193560957611}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,major_quality,550-579,quality,"quality,major",0.2
baseline,Pro/MiniMaxAI/MiniMax-M2.5,app_pareto,one-constrain-tuition_value-600-018,ok,False,0.0,0.16666666666666666,9,gaokaollm_bench\outputs\unified_adaptive_arena_c1_rerun\c1\baseline\Pro_MiniMaxAI_MiniMax-M2.5\app_pareto\transcripts\app_pareto\transcript_one-constrain-tuition_value-600-018.json,0.1652362849726316,0.0,0.0,0.0,0.0,False,0,10,10,23,,0.0,0.0,0.0,False,0,,0.2,0.2,0.20000000000000004,True,1,name:宁波大学:化学类(含材料科学与工程、化学专业),0.7,0.7,0.7,True,7,"name:宁波大学:化学类,name:宁波大学:化学类(含材料科学与工程、化学专业),name:宁波大学:机械类(含机械设计制造及其自动化、车辆工程、工业工程专业),name:宁波大学:生物科学类(梅山校区.含生物技术、水产养殖学专业),name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线),name:西北农林科技大学:资源环境科学,name:西南大学:药学",3,0.0,0.0,0.0,False,0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,1,name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线),0.3333333333333333,0.2,0.25,True,1,name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线),0.6666666666666666,0.2,0.30769230769230765,True,2,"name:南京师范大学中北学院:法学,name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线)","{""school"": 0.14845464378421053, ""major"": 0.2773180343236843, ""tuition"": 0.2773180343236843, ""quality"": 0.14845464378421053, ""geo"": 0.14845464378421053}",,,4,0.0,0.75,0.75,0.25,0.25,,,,False,0,0,1,False,,,,,False,0,0,False,1,tuition_value,580-609,tuition,"school,quality",0.31
baseline,Pro/MiniMaxAI/MiniMax-M2.5,app_pareto,one-constrain-major_quality-680-025,ok,False,0.0,0.0,9,gaokaollm_bench\outputs\unified_adaptive_arena_c1_rerun\c1\baseline\Pro_MiniMaxAI_MiniMax-M2.5\app_pareto\transcripts\app_pareto\transcript_one-constrain-major_quality-680-025.json,0.11153108358511879,0.5,1.0,1.0,1.0,True,1,10,10,13,name:武汉大学:软件工程,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,2,"name:武汉大学:软件工程,name:浙江大学:医学试验班(竺可桢学院巴德年医学班)(含临床医学专业)",0.8,0.8,0.8000000000000002,True,4,"name:中国人民大学:计算机类(图灵实验班)(含计算机科学与技术,软件工程,信息安全,数据科学与大数据技术,信息管理与信息系统专业),name:武汉大学:软件工程,name:浙江大学:医学试验班(竺可桢学院巴德年医学班)(含临床医学专业),name:浙江大学:社会科学试验班(数字法治卓越班)",0.9,0.9,0.9,True,9,"name:中国人民大学:计算机类(图灵实验班)(含计算机科学与技术,软件工程,信息安全,数据科学与大数据技术,信息管理与信息系统专业),name:武汉大学:软件工程,name:浙江大学:医学试验班(竺可桢学院巴德年医学班)(含临床医学专业),name:浙江大学:工科试验班,name:浙江大学:工科试验班(信息)(含计算机科学与技术,信息安全,软件工程,工业设计,光电信息科学与工程,电子科学与技术,微电子科学与工程,信息工程,自动化,生物医学工程专业),name:浙江大学:理科试验班类,name:浙江大学:社会科学试验班,name:浙江大学:社会科学试验班(数字法治卓越班),name:浙江大学医学院:临床医学(5+3一体化培养)",2,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.5,0.2,0.28571428571428575,True,1,name:浙江大学:社会科学试验班(数字法治卓越班),1.0,0.2,0.33333333333333337,True,2,"name:浙江大学:社会科学试验班(数字法治卓越班),name:浙江大学医学院:临床医学(5+3一体化培养)","{""school"": 0.2350847512050847, ""major"": 0.2089795093554873, ""tuition"": 0.11187147887885616, ""quality"": 0.33219278168171584, ""geo"": 0.11187147887885616}",,,4,0.0,0.75,0.75,0.25,0.25,,,,False,0,0,1,False,,,,,False,0,0,False,1,major_quality,640-680,quality,"quality,major",0.91833333
baseline,Pro/MiniMaxAI/MiniMax-M2.5,app_pareto,one-constrain-employment_outcome-650-030,ok,False,0.0,0.0,3,gaokaollm_bench\outputs\unified_adaptive_arena_c1_rerun\c1\baseline\Pro_MiniMaxAI_MiniMax-M2.5\app_pareto\transcripts\app_pareto\transcript_one-constrain-employment_outcome-650-030.json,0.16799999999999998,0.0,1.0,1.0,1.0,True,1,10,10,16,name:浙江大学医学院:药学类,1.0,1.0,1.0,True,3,"name:浙江大学:工科试验班(材料、化工与高分子),name:浙江大学医学院:药学类,name:浙江大学医学院:药学类(含药学专业)",1.0,1.0,1.0,True,5,"name:华中科技大学:机械类(机械学院)(含机械设计制造及其自动化(智能制造、先进电子制造、机器人、测控)、工业工程专业,name:浙江大学:工科试验班(材料、化工与高分子),name:浙江大学:海洋科学,name:浙江大学医学院:药学类,name:浙江大学医学院:药学类(含药学专业)",1.0,1.0,1.0,True,10,"name:华中科技大学:机械类(机械学院)(含机械设计制造及其自动化(智能制造、先进电子制造、机器人、测控)、工业工程专业,name:天津大学:工科试验班(智能制造与建造)(北洋园校区.含港口航道与海岸工程,水利水电工程,土木工程,能源与动力工程,工业设计,机械设计制造及其自动化,工程力学,智能制造工程,材料成型及控制工程专业),name:武汉大学:工科试验班(含自动化、机械设计制造及其自动化、材料成型及控制工程、金属材料工程、能源与动力工程、能源化学工程、核工程与核技术、工程力学、农业水利工程、水文与水资源工程、港口航道与海岸工程、给排水科学与工程、水利水电工程、土木工程、电气工程及其自动化专业),name:浙江大学:工科试验班(材料、化工与高分子),name:浙江大学:工科试验班(海洋),name:浙江大学:应用生物科学(农学),name:浙江大学:应用生物科学(农学)(含农业资源与环境、茶学、农学、植物保护、园林、园艺、动物科学、动物医学专业,其中动物医学专业学制5年),name:浙江大学:海洋科学,name:浙江大学医学院:药学类,name:浙江大学医学院:药学类(含药学专业)",2,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.5,0.1,0.16666666666666669,True,1,"name:浙江大学:应用生物科学(农学)(含农业资源与环境、茶学、农学、植物保护、园林、园艺、动物科学、动物医学专业,其中动物医学专业学制5年)","{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,0.0,0.0,0.0,1.0,1.0,,,,False,0,0,1,False,,,,,False,0,0,False,1,employment_outcome,640-680,quality,quality,0.71083333
baseline,Pro/MiniMaxAI/MiniMax-M2.5,app_pareto,one-constrain-employment_outcome-620-029,ok,False,0.0,0.8181818181818182,7,gaokaollm_bench\outputs\unified_adaptive_arena_c1_rerun\c1\baseline\Pro_MiniMaxAI_MiniMax-M2.5\app_pareto\transcripts\app_pareto\transcript_one-constrain-employment_outcome-620-029.json,0.08351175347793802,1.0,1.0,1.0,1.0,True,1,10,10,13,"name:厦门大学:人工智能(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第-年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.8万林吉特/学年,办学地点在马来西亚雪兰莪州雪邦沙叻丁宜)",1.0,1.0,1.0,True,3,"name:厦门大学:人工智能(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第-年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.8万林吉特/学年,办学地点在马来西亚雪兰莪州雪邦沙叻丁宜),name:厦门大学:数字媒体技术(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.7万林吉特/学年,办学地点在马来西亚雪兰莪州雪邦沙叻丁宜),name:厦门大学:计算机科学与技术(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.7万林吉特/学年,办学地点在马来西亚‘雪兰莪州雪邦沙叻丁宜)",1.0,1.0,1.0,True,5,"name:厦门大学:人工智能(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第-年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.8万林吉特/学年,办学地点在马来西亚雪兰莪州雪邦沙叻丁宜),name:厦门大学:数字媒体技术(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.7万林吉特/学年,办学地点在马来西亚雪兰莪州雪邦沙叻丁宜),name:厦门大学:物理学(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.6万林吉特/学年,办学地点在马来西亚雪兰莪州雪邦沙叻丁宜),name:厦门大学:计算机科学与技术(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.7万林吉特/学年,办学地点在马来西亚‘雪兰莪州雪邦沙叻丁宜),name:厦门大学:软件工程(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.7万林吉特/学年,办学地点在马来西亚雪兰莪州1雪邦沙叻丁宜)",1.0,1.0,1.0,True,10,"name:厦门大学:人工智能(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第-年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.8万林吉特/学年,办学地点在马来西亚雪兰莪州雪邦沙叻丁宜),name:厦门大学:数字媒体技术(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.7万林吉特/学年,办学地点在马来西亚雪兰莪州雪邦沙叻丁宜),name:厦门大学:物理学(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.6万林吉特/学年,办学地点在马来西亚雪兰莪州雪邦沙叻丁宜),name:厦门大学:计算机科学与技术(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.7万林吉特/学年,办学地点在马来西亚‘雪兰莪州雪邦沙叻丁宜),name:厦门大学:软件工程(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.7万林吉特/学年,办学地点在马来西亚雪兰莪州1雪邦沙叻丁宜),name:宁波大学:传播学,name:宁波大学:历史学,name:宁波大学:机械设计制造及其自动化,name:宁波大学:水产养殖学,name:宁波大学:计算机科学与技术",2,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.5,0.2,0.28571428571428575,True,1,"name:厦门大学:软件工程(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.7万林吉特/学年,办学地点在马来西亚雪兰莪州1雪邦沙叻丁宜)",1.0,0.2,0.33333333333333337,True,2,"name:厦门大学:软件工程(厦门大学马来西亚分校招生专业)(马来西亚分校.全英文授课,要求高考外语成绩不低于120分.入学第一年期间达到录取专业要求的雅思等成绩后开始学位课程学习.学费:2.7万林吉特/学年,办学地点在马来西亚雪兰莪州1雪邦沙叻丁宜),name:宁波大学:传播学","{""school"": 0.12094813185507694, ""major"": 0.22593498812961427, ""tuition"": 0.12094813185507694, ""quality"": 0.41122061630515494, ""geo"": 0.12094813185507694}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,employment_outcome,610-639,quality,quality,0.54
baseline,Pro/MiniMaxAI/MiniMax-M2.5,app_pareto,one-constrain-employment_outcome-550-027,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_c1_rerun\c1\baseline\Pro_MiniMaxAI_MiniMax-M2.5\app_pareto\transcripts\app_pareto\transcript_one-constrain-employment_outcome-550-027.json,0.09002734327675109,1.0,1.0,1.0,1.0,True,1,10,10,17,name:东北农业大学:动物科学,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,2,"name:东北农业大学:动物科学,name:温州肯恩大学:会计学(中外合作办学)(国际会计方向)(全英文教学.要求高考外语成绩不低于110分)",0.6,0.6,0.6,True,3,"name:东北农业大学:动物科学,name:东北农业大学:生物科学,name:温州肯恩大学:会计学(中外合作办学)(国际会计方向)(全英文教学.要求高考外语成绩不低于110分)",1.0,1.0,1.0,True,10,"name:东北农业大学:动物科学,name:东北农业大学:生物科学,name:丽水学院:机械设计制造及其自动化,name:南京师范大学中北学院:眼视光学,name:河南大学:生物工程,name:浙江师范大学:应用心理学(师范),name:温州肯恩大学:会计学(中外合作办学)(国际会计方向)(全英文教学.要求高考外语成绩不低于110分),name:温州肯恩大学:国际商务(中外合作办学)(全英文教学.要求高考外语成绩不低于110分),name:石河子大学:基础医学,name:贵州大学:环境科学",7,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.7142857142857143,0.5,0.588235294117647,True,5,"name:东北农业大学:生物科学,name:南京师范大学中北学院:眼视光学,name:河南大学:生物工程,name:石河子大学:基础医学,name:贵州大学:环境科学","{""school"": 0.12573917819518854, ""major"": 0.22785082360631212, ""tuition"": 0.12573917819518854, ""quality"": 0.39493164180812224, ""geo"": 0.12573917819518854}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,employment_outcome,550-579,quality,quality,0.71583333
baseline,Pro/MiniMaxAI/MiniMax-M2.5,app_pareto,one-constrain-employment_outcome-600-028,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_c1_rerun\c1\baseline\Pro_MiniMaxAI_MiniMax-M2.5\app_pareto\transcripts\app_pareto\transcript_one-constrain-employment_outcome-600-028.json,0.08351175347793802,1.0,1.0,1.0,1.0,True,1,8,8,8,name:宁波大学:机械设计制造及其自动化(国际贸易班),1.0,1.0,1.0,True,3,"name:中国矿业大学:土木工程,name:宁波大学:机械设计制造及其自动化(国际贸易班),name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线)",0.8,0.8,0.8000000000000002,True,4,"name:中国矿业大学:土木工程,name:宁波大学:土木工程,name:宁波大学:机械设计制造及其自动化(国际贸易班),name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线)",1.0,1.0,1.0,True,8,"name:中国矿业大学:土木工程,name:南京师范大学中北学院:法学,name:宁波大学:土木工程,name:宁波大学:旅游管理,name:宁波大学:机械设计制造及其自动化(国际贸易班),name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线),name:湘潭大学:工业设计,name:西北农林科技大学:资源环境科学",5,0.0,0.0,0.0,False,0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,1,name:中国矿业大学:土木工程,0.6,0.6,0.6,True,3,"name:中国矿业大学:土木工程,name:宁波大学:土木工程,name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线)",1.0,0.625,0.7692307692307693,True,5,"name:中国矿业大学:土木工程,name:南京师范大学中北学院:法学,name:宁波大学:土木工程,name:海军军医大学:护理学(护师)(只招普通高中应届毕业生.政治面貌要求为共青团员或中共党员.要求高考成绩不低于特殊类型招生控制线),name:西北农林科技大学:资源环境科学","{""school"": 0.12094813185507694, ""major"": 0.22593498812961427, ""tuition"": 0.12094813185507694, ""quality"": 0.41122061630515494, ""geo"": 0.12094813185507694}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,employment_outcome,580-609,quality,quality,0.5
baseline,Pro/MiniMaxAI/MiniMax-M2.5,v1_prompt_cot,one-constrain-geo_tier-550-002,ok,False,0.0,0.5,13,gaokaollm_bench\outputs\unified_adaptive_arena_c1_rerun\c1\baseline\Pro_MiniMaxAI_MiniMax-M2.5\v1_prompt_cot\transcripts\v1_prompt_cot\transcript_one-constrain-geo_tier-550-002.json,0.13375916799249227,0.0,1.0,1.0,1.0,True,1,10,10,24,name:东北农业大学:动物科学,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,1,name:东北农业大学:动物科学,0.2,0.2,0.20000000000000004,True,1,name:东北农业大学:动物科学,0.2,0.2,0.20000000000000004,True,2,"name:东北农业大学:动物科学,name:浙江师范大学:生物科学(师范)",9,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,0.0,0.0,0.0,False,0,,"{""school"": 0.2156020800187694, ""major"": 0.2156020800187694, ""tuition"": 0.1375916799249224, ""quality"": 0.2156020800187694, ""geo"": 0.2156020800187694}",,,6,0.0,0.0,0.0,0.0,0.0,,,,False,0,0,1,False,,,,,False,0,0,False,1,geo_tier,550-579,geo,school,0.6075
