suite,model,target,ablation_mode,case_id,status,elicitation_success,pareto_gain,hallucination_rate,turns,transcript_path,mae,topk_f1,boi,sum_var_start,sum_var_end,eudr_slope,eudr_ratio,pcg_first_hit_turn,pcg_final_coverage,pcg_hit_count,first_valid_probe_turn,valid_probe_hit_count,valid_probe_hit_rate,valid_probe_coverage,covered_valid_probe_dims,covered_valid_probe_keys,msti_mean,msti_max,msti_observed_count,ctr_opportunities,cardinal_trigger_count,cardinal_trigger_rate,accept_count,reject_count,rejection_turn,kbv_opportunities,kbv_violations,kbv_rate,final_weights_json,error_type,error,target_turn_count,echo_rate,probe_question_rate,pareto_diff_rate,uniform_weight_rate,constant_variance_rate,golden_first_mention_role,golden_first_mention_turn,golden_first_mention_school,target_supplied_golden_evidence,target_golden_evidence_count,golden_echo_target_count,acceptable_candidate_count,acceptable_candidate_hit,acceptable_candidate_hit_ids,acceptable_first_mention_role,acceptable_first_mention_turn,acceptable_first_mention_school,target_supplied_acceptable_evidence,target_acceptable_evidence_count,acceptable_echo_target_count,exact_golden_hit,constraint_count,diagnostic_axis,score_band,probe_gold_dims,weight_gold_dims,expected_msti
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-geo_tier-640-005,ok,True,1.0,0.5,9,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-geo_tier-640-005.json,0.1612362849726316,0.0,1.0000000000000009,5.0,2.6,0.7999999999999999,0.48,1,1.0,3,1,3,0.75,0.6666666666666666,geo,"major_geo_relax,region_tree_relax",1.0,1.0,3,4,2,0.5,2,1,5,2,1,0.5,"{""school"": 0.1484546437842105, ""major"": 0.27731803432368424, ""tuition"": 0.1484546437842105, ""quality"": 0.1484546437842105, ""geo"": 0.27731803432368424}",,,4,0.0,0.75,0.75,0.5,0.5,target_agent,8,吉林大学,True,1,0,1,True,21:155:2025:639,target_agent,8,吉林大学,True,1,0,True,1,geo_tier,640-680,geo,school,0.51416667
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-geo_tier-550-002,ok,True,1.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-geo_tier-550-002.json,0.1794086574438492,0.0,1.1956832103297508,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,0.6666666666666666,geo,"major_geo_relax,region_tree_relax",1.0,1.0,2,3,1,0.3333333333333333,1,0,,0,0,0.0,"{""school"": 0.12573917819518854, ""major"": 0.22785082360631212, ""tuition"": 0.12573917819518854, ""quality"": 0.12573917819518854, ""geo"": 0.39493164180812224}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,target_agent,6,广西大学,True,1,0,1,True,133:469:2024:542,target_agent,6,广西大学,True,1,0,True,1,geo_tier,550-579,geo,school,0.6075
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-risk_tier-600-013,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-risk_tier-600-013.json,0.1119663871219152,0.0,1.0,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,1.0,school,risk_band_relax,1.0,1.0,2,3,3,1.0,3,3,3,2,1,0.5,"{""school"": 0.32025209658563586, ""major"": 0.32025209658563586, ""tuition"": 0.11983193560957614, ""quality"": 0.11983193560957614, ""geo"": 0.11983193560957614}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,risk_tier,580-609,school,school,0.25
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-tuition_value-600-018,ok,False,0.0,0.16666666666666666,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-tuition_value-600-018.json,0.18724149451593844,0.0,1.1550741902597206,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,1.0,tuition,tuition_value_relax,1.0,1.0,2,3,1,0.3333333333333333,1,1,3,2,0,0.0,"{""school"": 0.12094813185507697, ""major"": 0.22593498812961432, ""tuition"": 0.41122061630515494, ""quality"": 0.12094813185507697, ""geo"": 0.12094813185507697}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,tuition_value,580-609,tuition,"school,quality",0.31
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-tuition_value-520-016,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-tuition_value-520-016.json,0.1452175079664237,0.5,1.483432040107157,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,1.0,tuition,tuition_value_relax,1.0,1.0,2,3,1,0.3333333333333333,1,1,3,2,0,0.0,"{""school"": 0.23508475120508465, ""major"": 0.20897950935548726, ""tuition"": 0.3321927816817158, ""quality"": 0.11187147887885615, ""geo"": 0.11187147887885615}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,tuition_value,520-549,tuition,"school,quality",0.304
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-tuition_value-550-020,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-tuition_value-550-020.json,0.14256399927939972,0.5,1.1956832103297512,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,1.0,tuition,tuition_value_relax,1.0,1.0,2,3,1,0.3333333333333333,1,1,7,0,0,0.0,"{""school"": 0.22785082360631212, ""major"": 0.12573917819518854, ""tuition"": 0.39493164180812224, ""quality"": 0.12573917819518854, ""geo"": 0.12573917819518854}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,tuition_value,640-680,tuition,"school,quality",0.348
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_quality-600-021,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-major_quality-600-021.json,0.07313775822609232,1.0,1.1550741902597201,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,1.0,quality,"major_quality_relax,strength_relax",1.0,1.0,2,3,1,0.3333333333333333,1,1,3,2,0,0.0,"{""school"": 0.12094813185507694, ""major"": 0.22593498812961427, ""tuition"": 0.12094813185507694, ""quality"": 0.41122061630515494, ""geo"": 0.12094813185507694}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,major_quality,520-549,quality,"quality,major",0.44
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_quality-590-023,ok,False,0.0,0.0,9,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-major_quality-590-023.json,0.07313775822609232,1.0,1.1550741902597206,5.0,1.5,1.1666666666666667,0.7,1,1.0,3,1,3,0.75,1.0,quality,"major_quality_relax,strength_relax",1.0,1.0,3,4,1,0.25,1,1,3,3,0,0.0,"{""school"": 0.12094813185507694, ""major"": 0.22593498812961427, ""tuition"": 0.12094813185507694, ""quality"": 0.41122061630515494, ""geo"": 0.12094813185507694}",,,4,0.0,0.75,0.75,0.25,0.25,,,,False,0,0,1,False,,,,,False,0,0,False,1,major_quality,580-609,quality,"quality,major",0.2
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_tier-590-008,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-major_tier-590-008.json,0.19348578608145967,0.0,1.0,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,0.3333333333333333,major,major_geo_relax,1.0,1.0,2,3,2,0.6666666666666666,2,2,3,2,0,0.0,"{""school"": 0.13314276739817543, ""major"": 0.4674289304072983, ""tuition"": 0.13314276739817543, ""quality"": 0.13314276739817543, ""geo"": 0.13314276739817543}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,major_tier,580-609,major,"school,quality",0.65
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-tuition_value-610-019,ok,False,0.0,0.0,9,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-tuition_value-610-019.json,0.18813445151233907,0.0,0.9999999999999999,5.0,1.3,1.2333333333333334,0.74,1,1.0,3,1,3,0.75,1.0,tuition,tuition_value_relax,1.0,1.0,3,4,2,0.5,2,1,3,3,0,0.0,"{""school"": 0.11983193560957611, ""major"": 0.3202520965856358, ""tuition"": 0.3202520965856358, ""quality"": 0.11983193560957611, ""geo"": 0.11983193560957611}",,,4,0.0,0.75,0.75,0.25,0.25,,,,False,0,0,1,False,,,,,False,0,0,False,1,tuition_value,610-639,tuition,"school,quality",0.31
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_quality-590-022,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-major_quality-590-022.json,0.07179832273149132,1.0,1.0,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,1.0,quality,"major_quality_relax,strength_relax",1.0,1.0,2,3,2,0.6666666666666666,2,2,5,1,0,0.0,"{""school"": 0.11983193560957611, ""major"": 0.32025209658563586, ""tuition"": 0.11983193560957611, ""quality"": 0.32025209658563586, ""geo"": 0.11983193560957611}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,major_quality,550-579,quality,"quality,major",0.2
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-employment_outcome-650-030,ok,False,0.0,0.0,3,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-employment_outcome-650-030.json,0.16799999999999998,0.0,0.0,5.0,5.0,0.0,0.0,1,1.0,1,1,1,1.0,1.0,quality,employment_outcome_relax,0.71083333,0.71083333,0,1,0,0.0,0,0,,0,0,0.0,"{""school"": 0.2, ""major"": 0.2, ""tuition"": 0.2, ""quality"": 0.2, ""geo"": 0.2}",,,1,0.0,0.0,0.0,1.0,1.0,,,,False,0,0,1,False,,,,,False,0,0,False,1,employment_outcome,640-680,quality,quality,0.71083333
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-employment_outcome-550-027,ok,False,0.0,0.0,9,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-employment_outcome-550-027.json,0.22447058823529412,0.0,1.0,5.0,3.12,0.6266666666666666,0.376,1,1.0,1,1,3,0.75,1.0,quality,employment_outcome_relax,1.0,1.0,3,4,2,0.5,2,1,9,0,0,0.0,"{""school"": 0.23529411764705882, ""major"": 0.23529411764705882, ""tuition"": 0.23529411764705882, ""quality"": 0.058823529411764705, ""geo"": 0.23529411764705882}",,,4,0.0,0.75,0.75,0.25,0.25,,,,False,0,0,1,False,,,,,False,0,0,False,1,employment_outcome,550-579,quality,quality,0.71583333
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_quality-620-024,ok,False,0.0,0.8181818181818182,9,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-major_quality-620-024.json,0.10614557254105261,1.0,1.0000000000000009,5.0,3.5999999999999996,0.4666666666666668,0.2800000000000001,1,1.0,3,1,3,0.75,1.0,quality,"major_quality_relax,strength_relax",1.0,1.0,3,4,2,0.5,2,2,3,3,1,0.3333333333333333,"{""school"": 0.1484546437842105, ""major"": 0.27731803432368424, ""tuition"": 0.1484546437842105, ""quality"": 0.27731803432368424, ""geo"": 0.1484546437842105}",,,4,0.0,0.75,0.75,0.25,0.25,,,,False,0,0,1,False,,,,,False,0,0,False,1,major_quality,610-639,quality,"quality,major",0.64
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-tuition_value-550-017,ok,False,0.0,0.0,9,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-tuition_value-550-017.json,0.15759350758067772,0.0,1.0000000000000004,5.0,3.12,0.6266666666666666,0.376,1,1.0,3,1,3,0.75,1.0,tuition,tuition_value_relax,1.0,1.0,3,4,0,0.0,0,0,,0,0,0.0,"{""school"": 0.15800811552415284, ""major"": 0.15800811552415284, ""tuition"": 0.36796753790338865, ""quality"": 0.15800811552415284, ""geo"": 0.15800811552415284}",,,4,0.0,0.75,0.75,0.25,0.25,,,,False,0,0,1,False,,,,,False,0,0,False,1,tuition_value,550-579,tuition,"school,quality",0.3978
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_tier-570-007,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-major_tier-570-007.json,0.19348578608145967,0.0,1.0,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,0.3333333333333333,major,major_geo_relax,1.0,1.0,2,3,3,1.0,3,3,3,2,0,0.0,"{""school"": 0.13314276739817543, ""major"": 0.4674289304072983, ""tuition"": 0.13314276739817543, ""quality"": 0.13314276739817543, ""geo"": 0.13314276739817543}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,major_tier,550-579,major,"school,quality",0.7275
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-employment_outcome-600-028,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-employment_outcome-600-028.json,0.09002734327675109,1.0,1.1956832103297508,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,1.0,quality,employment_outcome_relax,1.0,1.0,2,3,3,1.0,3,2,5,1,0,0.0,"{""school"": 0.12573917819518854, ""major"": 0.22785082360631212, ""tuition"": 0.12573917819518854, ""quality"": 0.39493164180812224, ""geo"": 0.12573917819518854}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,employment_outcome,580-609,quality,quality,0.5
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-major_quality-680-025,ok,False,0.0,0.0,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-major_quality-680-025.json,0.07179832273149132,1.0,1.0,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,1.0,quality,"major_quality_relax,strength_relax",1.0,1.0,2,3,1,0.3333333333333333,1,1,5,1,0,0.0,"{""school"": 0.11983193560957611, ""major"": 0.32025209658563586, ""tuition"": 0.11983193560957611, ""quality"": 0.32025209658563586, ""geo"": 0.11983193560957611}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,major_quality,640-680,quality,"quality,major",0.91833333
ablation,Pro/zai-org/GLM-5.1,app_pareto_full,full,one-constrain-employment_outcome-620-029,ok,False,0.0,0.8181818181818182,7,gaokaollm_bench\outputs\unified_adaptive_arena_fixed\c1\ablation\Pro_zai-org_GLM-5.1\app_pareto_full\transcripts\app_pareto_full\transcript_one-constrain-employment_outcome-620-029.json,0.08351175347793802,1.0,1.1550741902597201,5.0,1.25,1.875,0.75,1,1.0,2,1,2,0.6666666666666666,1.0,quality,employment_outcome_relax,1.0,1.0,2,3,2,0.6666666666666666,2,2,3,2,0,0.0,"{""school"": 0.12094813185507694, ""major"": 0.22593498812961427, ""tuition"": 0.12094813185507694, ""quality"": 0.41122061630515494, ""geo"": 0.12094813185507694}",,,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,False,0,0,1,False,,,,,False,0,0,False,1,employment_outcome,610-639,quality,quality,0.54
